Entidad,Fecha,Fallecimientos
AGUASCALIENTES,2020-04-10,1
AGUASCALIENTES,2020-04-13,1
AGUASCALIENTES,2020-04-17,1
AGUASCALIENTES,2020-04-19,1
AGUASCALIENTES,2020-04-22,1
AGUASCALIENTES,2020-04-27,1
AGUASCALIENTES,2020-04-28,1
AGUASCALIENTES,2020-04-30,1
AGUASCALIENTES,2020-05-04,1
AGUASCALIENTES,2020-05-06,3
AGUASCALIENTES,2020-05-07,3
AGUASCALIENTES,2020-05-08,1
AGUASCALIENTES,2020-05-10,1
AGUASCALIENTES,2020-05-13,2
AGUASCALIENTES,2020-05-14,1
AGUASCALIENTES,2020-05-15,1
AGUASCALIENTES,2020-05-16,1
AGUASCALIENTES,2020-05-17,4
AGUASCALIENTES,2020-05-21,2
AGUASCALIENTES,2020-05-22,1
AGUASCALIENTES,2020-05-24,4
AGUASCALIENTES,2020-05-25,1
AGUASCALIENTES,2020-05-26,1
AGUASCALIENTES,2020-05-27,4
AGUASCALIENTES,2020-05-28,3
AGUASCALIENTES,2020-05-29,3
AGUASCALIENTES,2020-05-30,2
AGUASCALIENTES,2020-05-31,1
AGUASCALIENTES,2020-06-01,2
AGUASCALIENTES,2020-06-02,3
AGUASCALIENTES,2020-06-03,4
AGUASCALIENTES,2020-06-04,3
AGUASCALIENTES,2020-06-05,1
AGUASCALIENTES,2020-06-06,5
AGUASCALIENTES,2020-06-07,4
AGUASCALIENTES,2020-06-08,2
AGUASCALIENTES,2020-06-09,4
AGUASCALIENTES,2020-06-10,6
AGUASCALIENTES,2020-06-11,2
AGUASCALIENTES,2020-06-12,7
AGUASCALIENTES,2020-06-13,2
AGUASCALIENTES,2020-06-14,2
AGUASCALIENTES,2020-06-15,3
AGUASCALIENTES,2020-06-16,5
AGUASCALIENTES,2020-06-17,4
AGUASCALIENTES,2020-06-18,5
AGUASCALIENTES,2020-06-19,5
AGUASCALIENTES,2020-06-20,4
AGUASCALIENTES,2020-06-21,4
AGUASCALIENTES,2020-06-22,1
AGUASCALIENTES,2020-06-23,2
AGUASCALIENTES,2020-06-24,5
AGUASCALIENTES,2020-06-25,3
AGUASCALIENTES,2020-06-26,9
AGUASCALIENTES,2020-06-27,4
AGUASCALIENTES,2020-06-28,1
AGUASCALIENTES,2020-06-29,4
AGUASCALIENTES,2020-06-30,2
AGUASCALIENTES,2020-07-01,2
AGUASCALIENTES,2020-07-02,3
AGUASCALIENTES,2020-07-03,4
AGUASCALIENTES,2020-07-04,7
AGUASCALIENTES,2020-07-05,3
AGUASCALIENTES,2020-07-06,2
AGUASCALIENTES,2020-07-07,6
AGUASCALIENTES,2020-07-08,5
AGUASCALIENTES,2020-07-09,3
AGUASCALIENTES,2020-07-10,2
AGUASCALIENTES,2020-07-11,4
AGUASCALIENTES,2020-07-12,4
AGUASCALIENTES,2020-07-13,2
AGUASCALIENTES,2020-07-14,5
AGUASCALIENTES,2020-07-15,3
AGUASCALIENTES,2020-07-16,4
AGUASCALIENTES,2020-07-17,2
AGUASCALIENTES,2020-07-18,1
AGUASCALIENTES,2020-07-19,2
AGUASCALIENTES,2020-07-20,2
AGUASCALIENTES,2020-07-21,1
AGUASCALIENTES,2020-07-22,2
AGUASCALIENTES,2020-07-23,1
BAJA CALIFORNIA,2020-03-29,1
BAJA CALIFORNIA,2020-03-30,2
BAJA CALIFORNIA,2020-03-31,2
BAJA CALIFORNIA,2020-04-01,2
BAJA CALIFORNIA,2020-04-02,5
BAJA CALIFORNIA,2020-04-03,2
BAJA CALIFORNIA,2020-04-04,5
BAJA CALIFORNIA,2020-04-05,1
BAJA CALIFORNIA,2020-04-06,10
BAJA CALIFORNIA,2020-04-07,5
BAJA CALIFORNIA,2020-04-08,6
BAJA CALIFORNIA,2020-04-09,5
BAJA CALIFORNIA,2020-04-10,7
BAJA CALIFORNIA,2020-04-11,9
BAJA CALIFORNIA,2020-04-12,12
BAJA CALIFORNIA,2020-04-13,8
BAJA CALIFORNIA,2020-04-14,12
BAJA CALIFORNIA,2020-04-15,16
BAJA CALIFORNIA,2020-04-16,10
BAJA CALIFORNIA,2020-04-17,20
BAJA CALIFORNIA,2020-04-18,16
BAJA CALIFORNIA,2020-04-19,16
BAJA CALIFORNIA,2020-04-20,14
BAJA CALIFORNIA,2020-04-21,15
BAJA CALIFORNIA,2020-04-22,18
BAJA CALIFORNIA,2020-04-23,19
BAJA CALIFORNIA,2020-04-24,24
BAJA CALIFORNIA,2020-04-25,17
BAJA CALIFORNIA,2020-04-26,18
BAJA CALIFORNIA,2020-04-27,28
BAJA CALIFORNIA,2020-04-28,21
BAJA CALIFORNIA,2020-04-29,29
BAJA CALIFORNIA,2020-04-30,22
BAJA CALIFORNIA,2020-05-01,21
BAJA CALIFORNIA,2020-05-02,26
BAJA CALIFORNIA,2020-05-03,14
BAJA CALIFORNIA,2020-05-04,30
BAJA CALIFORNIA,2020-05-05,31
BAJA CALIFORNIA,2020-05-06,28
BAJA CALIFORNIA,2020-05-07,26
BAJA CALIFORNIA,2020-05-08,33
BAJA CALIFORNIA,2020-05-09,34
BAJA CALIFORNIA,2020-05-10,27
BAJA CALIFORNIA,2020-05-11,30
BAJA CALIFORNIA,2020-05-12,28
BAJA CALIFORNIA,2020-05-13,36
BAJA CALIFORNIA,2020-05-14,36
BAJA CALIFORNIA,2020-05-15,27
BAJA CALIFORNIA,2020-05-16,30
BAJA CALIFORNIA,2020-05-17,40
BAJA CALIFORNIA,2020-05-18,50
BAJA CALIFORNIA,2020-05-19,33
BAJA CALIFORNIA,2020-05-20,40
BAJA CALIFORNIA,2020-05-21,21
BAJA CALIFORNIA,2020-05-22,26
BAJA CALIFORNIA,2020-05-23,27
BAJA CALIFORNIA,2020-05-24,31
BAJA CALIFORNIA,2020-05-25,31
BAJA CALIFORNIA,2020-05-26,28
BAJA CALIFORNIA,2020-05-27,29
BAJA CALIFORNIA,2020-05-28,36
BAJA CALIFORNIA,2020-05-29,18
BAJA CALIFORNIA,2020-05-30,32
BAJA CALIFORNIA,2020-05-31,29
BAJA CALIFORNIA,2020-06-01,32
BAJA CALIFORNIA,2020-06-02,29
BAJA CALIFORNIA,2020-06-03,23
BAJA CALIFORNIA,2020-06-04,27
BAJA CALIFORNIA,2020-06-05,25
BAJA CALIFORNIA,2020-06-06,39
BAJA CALIFORNIA,2020-06-07,26
BAJA CALIFORNIA,2020-06-08,29
BAJA CALIFORNIA,2020-06-09,17
BAJA CALIFORNIA,2020-06-10,28
BAJA CALIFORNIA,2020-06-11,21
BAJA CALIFORNIA,2020-06-12,29
BAJA CALIFORNIA,2020-06-13,25
BAJA CALIFORNIA,2020-06-14,29
BAJA CALIFORNIA,2020-06-15,22
BAJA CALIFORNIA,2020-06-16,18
BAJA CALIFORNIA,2020-06-17,28
BAJA CALIFORNIA,2020-06-18,22
BAJA CALIFORNIA,2020-06-19,20
BAJA CALIFORNIA,2020-06-20,13
BAJA CALIFORNIA,2020-06-21,19
BAJA CALIFORNIA,2020-06-22,23
BAJA CALIFORNIA,2020-06-23,23
BAJA CALIFORNIA,2020-06-24,22
BAJA CALIFORNIA,2020-06-25,24
BAJA CALIFORNIA,2020-06-26,22
BAJA CALIFORNIA,2020-06-27,20
BAJA CALIFORNIA,2020-06-28,15
BAJA CALIFORNIA,2020-06-29,27
BAJA CALIFORNIA,2020-06-30,30
BAJA CALIFORNIA,2020-07-01,19
BAJA CALIFORNIA,2020-07-02,24
BAJA CALIFORNIA,2020-07-03,26
BAJA CALIFORNIA,2020-07-04,26
BAJA CALIFORNIA,2020-07-05,33
BAJA CALIFORNIA,2020-07-06,41
BAJA CALIFORNIA,2020-07-07,26
BAJA CALIFORNIA,2020-07-08,23
BAJA CALIFORNIA,2020-07-09,18
BAJA CALIFORNIA,2020-07-10,23
BAJA CALIFORNIA,2020-07-11,24
BAJA CALIFORNIA,2020-07-12,20
BAJA CALIFORNIA,2020-07-13,15
BAJA CALIFORNIA,2020-07-14,17
BAJA CALIFORNIA,2020-07-15,8
BAJA CALIFORNIA,2020-07-16,19
BAJA CALIFORNIA,2020-07-17,22
BAJA CALIFORNIA,2020-07-18,15
BAJA CALIFORNIA,2020-07-19,16
BAJA CALIFORNIA,2020-07-20,16
BAJA CALIFORNIA,2020-07-21,14
BAJA CALIFORNIA,2020-07-22,11
BAJA CALIFORNIA,2020-07-23,2
BAJA CALIFORNIA SUR,2020-03-29,1
BAJA CALIFORNIA SUR,2020-03-31,1
BAJA CALIFORNIA SUR,2020-04-04,1
BAJA CALIFORNIA SUR,2020-04-05,1
BAJA CALIFORNIA SUR,2020-04-08,1
BAJA CALIFORNIA SUR,2020-04-11,1
BAJA CALIFORNIA SUR,2020-04-12,1
BAJA CALIFORNIA SUR,2020-04-13,1
BAJA CALIFORNIA SUR,2020-04-16,1
BAJA CALIFORNIA SUR,2020-04-17,1
BAJA CALIFORNIA SUR,2020-04-20,1
BAJA CALIFORNIA SUR,2020-04-21,1
BAJA CALIFORNIA SUR,2020-04-22,2
BAJA CALIFORNIA SUR,2020-04-24,1
BAJA CALIFORNIA SUR,2020-04-26,2
BAJA CALIFORNIA SUR,2020-04-28,1
BAJA CALIFORNIA SUR,2020-04-29,1
BAJA CALIFORNIA SUR,2020-05-03,1
BAJA CALIFORNIA SUR,2020-05-04,1
BAJA CALIFORNIA SUR,2020-05-06,2
BAJA CALIFORNIA SUR,2020-05-08,2
BAJA CALIFORNIA SUR,2020-05-10,2
BAJA CALIFORNIA SUR,2020-05-11,1
BAJA CALIFORNIA SUR,2020-05-13,1
BAJA CALIFORNIA SUR,2020-05-14,1
BAJA CALIFORNIA SUR,2020-05-16,1
BAJA CALIFORNIA SUR,2020-05-17,1
BAJA CALIFORNIA SUR,2020-05-18,1
BAJA CALIFORNIA SUR,2020-05-20,1
BAJA CALIFORNIA SUR,2020-05-22,1
BAJA CALIFORNIA SUR,2020-05-24,1
BAJA CALIFORNIA SUR,2020-05-26,1
BAJA CALIFORNIA SUR,2020-05-27,2
BAJA CALIFORNIA SUR,2020-05-29,1
BAJA CALIFORNIA SUR,2020-06-01,1
BAJA CALIFORNIA SUR,2020-06-02,1
BAJA CALIFORNIA SUR,2020-06-03,2
BAJA CALIFORNIA SUR,2020-06-04,3
BAJA CALIFORNIA SUR,2020-06-05,3
BAJA CALIFORNIA SUR,2020-06-09,1
BAJA CALIFORNIA SUR,2020-06-11,2
BAJA CALIFORNIA SUR,2020-06-12,2
BAJA CALIFORNIA SUR,2020-06-13,2
BAJA CALIFORNIA SUR,2020-06-14,4
BAJA CALIFORNIA SUR,2020-06-15,4
BAJA CALIFORNIA SUR,2020-06-16,1
BAJA CALIFORNIA SUR,2020-06-17,1
BAJA CALIFORNIA SUR,2020-06-18,1
BAJA CALIFORNIA SUR,2020-06-19,1
BAJA CALIFORNIA SUR,2020-06-20,2
BAJA CALIFORNIA SUR,2020-06-22,1
BAJA CALIFORNIA SUR,2020-06-23,1
BAJA CALIFORNIA SUR,2020-06-24,1
BAJA CALIFORNIA SUR,2020-06-25,1
BAJA CALIFORNIA SUR,2020-06-26,1
BAJA CALIFORNIA SUR,2020-06-27,3
BAJA CALIFORNIA SUR,2020-06-29,1
BAJA CALIFORNIA SUR,2020-06-30,3
BAJA CALIFORNIA SUR,2020-07-01,1
BAJA CALIFORNIA SUR,2020-07-02,5
BAJA CALIFORNIA SUR,2020-07-03,4
BAJA CALIFORNIA SUR,2020-07-04,1
BAJA CALIFORNIA SUR,2020-07-05,2
BAJA CALIFORNIA SUR,2020-07-06,2
BAJA CALIFORNIA SUR,2020-07-08,1
BAJA CALIFORNIA SUR,2020-07-09,2
BAJA CALIFORNIA SUR,2020-07-10,3
BAJA CALIFORNIA SUR,2020-07-11,3
BAJA CALIFORNIA SUR,2020-07-12,5
BAJA CALIFORNIA SUR,2020-07-13,3
BAJA CALIFORNIA SUR,2020-07-14,2
BAJA CALIFORNIA SUR,2020-07-15,2
BAJA CALIFORNIA SUR,2020-07-16,1
BAJA CALIFORNIA SUR,2020-07-17,7
BAJA CALIFORNIA SUR,2020-07-18,2
BAJA CALIFORNIA SUR,2020-07-19,3
BAJA CALIFORNIA SUR,2020-07-20,3
BAJA CALIFORNIA SUR,2020-07-21,1
BAJA CALIFORNIA SUR,2020-07-22,1
CAMPECHE,2020-04-06,1
CAMPECHE,2020-04-10,1
CAMPECHE,2020-04-14,1
CAMPECHE,2020-04-17,1
CAMPECHE,2020-04-19,2
CAMPECHE,2020-04-21,1
CAMPECHE,2020-04-22,2
CAMPECHE,2020-04-23,2
CAMPECHE,2020-04-24,2
CAMPECHE,2020-04-25,2
CAMPECHE,2020-04-26,1
CAMPECHE,2020-04-27,1
CAMPECHE,2020-04-29,3
CAMPECHE,2020-05-01,2
CAMPECHE,2020-05-02,2
CAMPECHE,2020-05-03,1
CAMPECHE,2020-05-05,1
CAMPECHE,2020-05-06,1
CAMPECHE,2020-05-07,1
CAMPECHE,2020-05-08,1
CAMPECHE,2020-05-09,3
CAMPECHE,2020-05-10,1
CAMPECHE,2020-05-11,2
CAMPECHE,2020-05-12,2
CAMPECHE,2020-05-13,1
CAMPECHE,2020-05-14,4
CAMPECHE,2020-05-15,5
CAMPECHE,2020-05-16,3
CAMPECHE,2020-05-17,2
CAMPECHE,2020-05-18,2
CAMPECHE,2020-05-19,2
CAMPECHE,2020-05-20,4
CAMPECHE,2020-05-21,1
CAMPECHE,2020-05-22,1
CAMPECHE,2020-05-23,1
CAMPECHE,2020-05-24,5
CAMPECHE,2020-05-25,3
CAMPECHE,2020-05-26,3
CAMPECHE,2020-05-27,1
CAMPECHE,2020-05-28,4
CAMPECHE,2020-05-29,3
CAMPECHE,2020-05-30,2
CAMPECHE,2020-06-01,2
CAMPECHE,2020-06-02,4
CAMPECHE,2020-06-03,3
CAMPECHE,2020-06-04,2
CAMPECHE,2020-06-05,2
CAMPECHE,2020-06-06,2
CAMPECHE,2020-06-07,6
CAMPECHE,2020-06-08,9
CAMPECHE,2020-06-09,3
CAMPECHE,2020-06-10,2
CAMPECHE,2020-06-11,2
CAMPECHE,2020-06-12,2
CAMPECHE,2020-06-13,6
CAMPECHE,2020-06-14,4
CAMPECHE,2020-06-15,6
CAMPECHE,2020-06-16,3
CAMPECHE,2020-06-17,7
CAMPECHE,2020-06-18,2
CAMPECHE,2020-06-19,4
CAMPECHE,2020-06-20,7
CAMPECHE,2020-06-21,3
CAMPECHE,2020-06-22,5
CAMPECHE,2020-06-23,5
CAMPECHE,2020-06-24,8
CAMPECHE,2020-06-25,5
CAMPECHE,2020-06-26,7
CAMPECHE,2020-06-27,13
CAMPECHE,2020-06-28,12
CAMPECHE,2020-06-29,10
CAMPECHE,2020-06-30,6
CAMPECHE,2020-07-01,11
CAMPECHE,2020-07-02,7
CAMPECHE,2020-07-03,10
CAMPECHE,2020-07-04,8
CAMPECHE,2020-07-05,6
CAMPECHE,2020-07-06,10
CAMPECHE,2020-07-07,9
CAMPECHE,2020-07-08,9
CAMPECHE,2020-07-09,12
CAMPECHE,2020-07-10,12
CAMPECHE,2020-07-11,9
CAMPECHE,2020-07-12,9
CAMPECHE,2020-07-13,7
CAMPECHE,2020-07-14,9
CAMPECHE,2020-07-15,5
CAMPECHE,2020-07-16,7
CAMPECHE,2020-07-17,5
CAMPECHE,2020-07-18,3
CAMPECHE,2020-07-19,6
CAMPECHE,2020-07-20,5
CAMPECHE,2020-07-21,5
CAMPECHE,2020-07-22,6
CHIAPAS,2020-04-06,1
CHIAPAS,2020-04-09,1
CHIAPAS,2020-04-11,1
CHIAPAS,2020-04-13,1
CHIAPAS,2020-04-19,1
CHIAPAS,2020-04-22,1
CHIAPAS,2020-04-23,1
CHIAPAS,2020-04-27,1
CHIAPAS,2020-04-28,1
CHIAPAS,2020-04-29,1
CHIAPAS,2020-04-30,1
CHIAPAS,2020-05-01,1
CHIAPAS,2020-05-02,4
CHIAPAS,2020-05-05,3
CHIAPAS,2020-05-06,1
CHIAPAS,2020-05-07,1
CHIAPAS,2020-05-08,2
CHIAPAS,2020-05-09,4
CHIAPAS,2020-05-10,7
CHIAPAS,2020-05-11,5
CHIAPAS,2020-05-12,5
CHIAPAS,2020-05-13,5
CHIAPAS,2020-05-14,3
CHIAPAS,2020-05-15,2
CHIAPAS,2020-05-16,3
CHIAPAS,2020-05-17,5
CHIAPAS,2020-05-18,5
CHIAPAS,2020-05-19,11
CHIAPAS,2020-05-20,6
CHIAPAS,2020-05-21,2
CHIAPAS,2020-05-22,10
CHIAPAS,2020-05-23,8
CHIAPAS,2020-05-24,11
CHIAPAS,2020-05-25,13
CHIAPAS,2020-05-26,4
CHIAPAS,2020-05-27,10
CHIAPAS,2020-05-28,13
CHIAPAS,2020-05-29,11
CHIAPAS,2020-05-30,14
CHIAPAS,2020-05-31,11
CHIAPAS,2020-06-01,15
CHIAPAS,2020-06-02,24
CHIAPAS,2020-06-03,22
CHIAPAS,2020-06-04,16
CHIAPAS,2020-06-05,19
CHIAPAS,2020-06-06,10
CHIAPAS,2020-06-07,23
CHIAPAS,2020-06-08,26
CHIAPAS,2020-06-09,26
CHIAPAS,2020-06-10,15
CHIAPAS,2020-06-11,11
CHIAPAS,2020-06-12,22
CHIAPAS,2020-06-13,13
CHIAPAS,2020-06-14,10
CHIAPAS,2020-06-15,14
CHIAPAS,2020-06-16,20
CHIAPAS,2020-06-17,14
CHIAPAS,2020-06-18,14
CHIAPAS,2020-06-19,11
CHIAPAS,2020-06-20,12
CHIAPAS,2020-06-21,9
CHIAPAS,2020-06-22,17
CHIAPAS,2020-06-23,17
CHIAPAS,2020-06-24,20
CHIAPAS,2020-06-25,12
CHIAPAS,2020-06-26,15
CHIAPAS,2020-06-27,13
CHIAPAS,2020-06-28,26
CHIAPAS,2020-06-29,11
CHIAPAS,2020-06-30,18
CHIAPAS,2020-07-01,9
CHIAPAS,2020-07-02,8
CHIAPAS,2020-07-03,9
CHIAPAS,2020-07-04,15
CHIAPAS,2020-07-05,17
CHIAPAS,2020-07-06,9
CHIAPAS,2020-07-07,17
CHIAPAS,2020-07-08,10
CHIAPAS,2020-07-09,11
CHIAPAS,2020-07-10,14
CHIAPAS,2020-07-11,11
CHIAPAS,2020-07-12,16
CHIAPAS,2020-07-13,8
CHIAPAS,2020-07-14,10
CHIAPAS,2020-07-15,10
CHIAPAS,2020-07-16,11
CHIAPAS,2020-07-17,10
CHIAPAS,2020-07-18,6
CHIAPAS,2020-07-19,2
CHIAPAS,2020-07-20,9
CHIAPAS,2020-07-21,4
CHIAPAS,2020-07-22,6
CHIAPAS,2020-07-23,1
CHIHUAHUA,2020-04-03,2
CHIHUAHUA,2020-04-04,1
CHIHUAHUA,2020-04-05,1
CHIHUAHUA,2020-04-06,2
CHIHUAHUA,2020-04-07,6
CHIHUAHUA,2020-04-08,6
CHIHUAHUA,2020-04-09,4
CHIHUAHUA,2020-04-10,1
CHIHUAHUA,2020-04-11,1
CHIHUAHUA,2020-04-12,4
CHIHUAHUA,2020-04-13,3
CHIHUAHUA,2020-04-14,2
CHIHUAHUA,2020-04-15,7
CHIHUAHUA,2020-04-16,2
CHIHUAHUA,2020-04-17,7
CHIHUAHUA,2020-04-18,5
CHIHUAHUA,2020-04-19,4
CHIHUAHUA,2020-04-20,8
CHIHUAHUA,2020-04-21,10
CHIHUAHUA,2020-04-22,7
CHIHUAHUA,2020-04-23,2
CHIHUAHUA,2020-04-24,14
CHIHUAHUA,2020-04-25,8
CHIHUAHUA,2020-04-26,5
CHIHUAHUA,2020-04-27,6
CHIHUAHUA,2020-04-28,6
CHIHUAHUA,2020-04-29,7
CHIHUAHUA,2020-04-30,10
CHIHUAHUA,2020-05-01,15
CHIHUAHUA,2020-05-02,6
CHIHUAHUA,2020-05-03,9
CHIHUAHUA,2020-05-04,11
CHIHUAHUA,2020-05-05,5
CHIHUAHUA,2020-05-06,12
CHIHUAHUA,2020-05-07,17
CHIHUAHUA,2020-05-08,11
CHIHUAHUA,2020-05-09,11
CHIHUAHUA,2020-05-10,12
CHIHUAHUA,2020-05-11,8
CHIHUAHUA,2020-05-12,10
CHIHUAHUA,2020-05-13,14
CHIHUAHUA,2020-05-14,13
CHIHUAHUA,2020-05-15,9
CHIHUAHUA,2020-05-16,5
CHIHUAHUA,2020-05-17,8
CHIHUAHUA,2020-05-18,13
CHIHUAHUA,2020-05-19,16
CHIHUAHUA,2020-05-20,8
CHIHUAHUA,2020-05-21,3
CHIHUAHUA,2020-05-22,10
CHIHUAHUA,2020-05-23,13
CHIHUAHUA,2020-05-24,3
CHIHUAHUA,2020-05-25,9
CHIHUAHUA,2020-05-26,14
CHIHUAHUA,2020-05-27,7
CHIHUAHUA,2020-05-28,12
CHIHUAHUA,2020-05-29,10
CHIHUAHUA,2020-05-30,7
CHIHUAHUA,2020-05-31,6
CHIHUAHUA,2020-06-01,10
CHIHUAHUA,2020-06-02,11
CHIHUAHUA,2020-06-03,9
CHIHUAHUA,2020-06-04,5
CHIHUAHUA,2020-06-05,12
CHIHUAHUA,2020-06-06,16
CHIHUAHUA,2020-06-07,14
CHIHUAHUA,2020-06-08,16
CHIHUAHUA,2020-06-09,9
CHIHUAHUA,2020-06-10,9
CHIHUAHUA,2020-06-11,11
CHIHUAHUA,2020-06-12,8
CHIHUAHUA,2020-06-13,7
CHIHUAHUA,2020-06-14,13
CHIHUAHUA,2020-06-15,10
CHIHUAHUA,2020-06-16,11
CHIHUAHUA,2020-06-17,10
CHIHUAHUA,2020-06-18,7
CHIHUAHUA,2020-06-19,5
CHIHUAHUA,2020-06-20,6
CHIHUAHUA,2020-06-21,5
CHIHUAHUA,2020-06-22,10
CHIHUAHUA,2020-06-23,6
CHIHUAHUA,2020-06-24,6
CHIHUAHUA,2020-06-25,6
CHIHUAHUA,2020-06-26,8
CHIHUAHUA,2020-06-27,3
CHIHUAHUA,2020-06-28,7
CHIHUAHUA,2020-06-29,8
CHIHUAHUA,2020-06-30,8
CHIHUAHUA,2020-07-01,5
CHIHUAHUA,2020-07-02,5
CHIHUAHUA,2020-07-03,9
CHIHUAHUA,2020-07-04,3
CHIHUAHUA,2020-07-05,4
CHIHUAHUA,2020-07-06,11
CHIHUAHUA,2020-07-07,8
CHIHUAHUA,2020-07-08,7
CHIHUAHUA,2020-07-09,10
CHIHUAHUA,2020-07-10,12
CHIHUAHUA,2020-07-11,10
CHIHUAHUA,2020-07-12,7
CHIHUAHUA,2020-07-13,8
CHIHUAHUA,2020-07-14,2
CHIHUAHUA,2020-07-15,1
CHIHUAHUA,2020-07-16,6
CHIHUAHUA,2020-07-17,4
CHIHUAHUA,2020-07-18,4
CHIHUAHUA,2020-07-19,7
CHIHUAHUA,2020-07-20,3
CHIHUAHUA,2020-07-21,1
CHIHUAHUA,2020-07-22,4
CIUDAD DE MEXICO,2020-03-22,1
CIUDAD DE MEXICO,2020-03-23,1
CIUDAD DE MEXICO,2020-03-25,1
CIUDAD DE MEXICO,2020-03-26,3
CIUDAD DE MEXICO,2020-03-27,4
CIUDAD DE MEXICO,2020-03-28,1
CIUDAD DE MEXICO,2020-03-29,2
CIUDAD DE MEXICO,2020-03-30,4
CIUDAD DE MEXICO,2020-03-31,7
CIUDAD DE MEXICO,2020-04-01,5
CIUDAD DE MEXICO,2020-04-02,5
CIUDAD DE MEXICO,2020-04-03,7
CIUDAD DE MEXICO,2020-04-04,6
CIUDAD DE MEXICO,2020-04-05,4
CIUDAD DE MEXICO,2020-04-06,16
CIUDAD DE MEXICO,2020-04-07,11
CIUDAD DE MEXICO,2020-04-08,6
CIUDAD DE MEXICO,2020-04-09,17
CIUDAD DE MEXICO,2020-04-10,23
CIUDAD DE MEXICO,2020-04-11,23
CIUDAD DE MEXICO,2020-04-12,11
CIUDAD DE MEXICO,2020-04-13,14
CIUDAD DE MEXICO,2020-04-14,24
CIUDAD DE MEXICO,2020-04-15,22
CIUDAD DE MEXICO,2020-04-16,25
CIUDAD DE MEXICO,2020-04-17,17
CIUDAD DE MEXICO,2020-04-18,25
CIUDAD DE MEXICO,2020-04-19,30
CIUDAD DE MEXICO,2020-04-20,35
CIUDAD DE MEXICO,2020-04-21,40
CIUDAD DE MEXICO,2020-04-22,28
CIUDAD DE MEXICO,2020-04-23,36
CIUDAD DE MEXICO,2020-04-24,46
CIUDAD DE MEXICO,2020-04-25,62
CIUDAD DE MEXICO,2020-04-26,57
CIUDAD DE MEXICO,2020-04-27,47
CIUDAD DE MEXICO,2020-04-28,41
CIUDAD DE MEXICO,2020-04-29,63
CIUDAD DE MEXICO,2020-04-30,78
CIUDAD DE MEXICO,2020-05-01,70
CIUDAD DE MEXICO,2020-05-02,55
CIUDAD DE MEXICO,2020-05-03,68
CIUDAD DE MEXICO,2020-05-04,66
CIUDAD DE MEXICO,2020-05-05,80
CIUDAD DE MEXICO,2020-05-06,79
CIUDAD DE MEXICO,2020-05-07,69
CIUDAD DE MEXICO,2020-05-08,81
CIUDAD DE MEXICO,2020-05-09,72
CIUDAD DE MEXICO,2020-05-10,81
CIUDAD DE MEXICO,2020-05-11,76
CIUDAD DE MEXICO,2020-05-12,88
CIUDAD DE MEXICO,2020-05-13,93
CIUDAD DE MEXICO,2020-05-14,99
CIUDAD DE MEXICO,2020-05-15,99
CIUDAD DE MEXICO,2020-05-16,96
CIUDAD DE MEXICO,2020-05-17,109
CIUDAD DE MEXICO,2020-05-18,110
CIUDAD DE MEXICO,2020-05-19,103
CIUDAD DE MEXICO,2020-05-20,87
CIUDAD DE MEXICO,2020-05-21,116
CIUDAD DE MEXICO,2020-05-22,96
CIUDAD DE MEXICO,2020-05-23,99
CIUDAD DE MEXICO,2020-05-24,100
CIUDAD DE MEXICO,2020-05-25,99
CIUDAD DE MEXICO,2020-05-26,97
CIUDAD DE MEXICO,2020-05-27,85
CIUDAD DE MEXICO,2020-05-28,96
CIUDAD DE MEXICO,2020-05-29,81
CIUDAD DE MEXICO,2020-05-30,77
CIUDAD DE MEXICO,2020-05-31,103
CIUDAD DE MEXICO,2020-06-01,99
CIUDAD DE MEXICO,2020-06-02,73
CIUDAD DE MEXICO,2020-06-03,97
CIUDAD DE MEXICO,2020-06-04,93
CIUDAD DE MEXICO,2020-06-05,90
CIUDAD DE MEXICO,2020-06-06,95
CIUDAD DE MEXICO,2020-06-07,88
CIUDAD DE MEXICO,2020-06-08,96
CIUDAD DE MEXICO,2020-06-09,88
CIUDAD DE MEXICO,2020-06-10,93
CIUDAD DE MEXICO,2020-06-11,95
CIUDAD DE MEXICO,2020-06-12,101
CIUDAD DE MEXICO,2020-06-13,103
CIUDAD DE MEXICO,2020-06-14,87
CIUDAD DE MEXICO,2020-06-15,65
CIUDAD DE MEXICO,2020-06-16,99
CIUDAD DE MEXICO,2020-06-17,91
CIUDAD DE MEXICO,2020-06-18,83
CIUDAD DE MEXICO,2020-06-19,77
CIUDAD DE MEXICO,2020-06-20,59
CIUDAD DE MEXICO,2020-06-21,77
CIUDAD DE MEXICO,2020-06-22,58
CIUDAD DE MEXICO,2020-06-23,60
CIUDAD DE MEXICO,2020-06-24,52
CIUDAD DE MEXICO,2020-06-25,46
CIUDAD DE MEXICO,2020-06-26,61
CIUDAD DE MEXICO,2020-06-27,69
CIUDAD DE MEXICO,2020-06-28,51
CIUDAD DE MEXICO,2020-06-29,44
CIUDAD DE MEXICO,2020-06-30,57
CIUDAD DE MEXICO,2020-07-01,70
CIUDAD DE MEXICO,2020-07-02,55
CIUDAD DE MEXICO,2020-07-03,57
CIUDAD DE MEXICO,2020-07-04,60
CIUDAD DE MEXICO,2020-07-05,53
CIUDAD DE MEXICO,2020-07-06,59
CIUDAD DE MEXICO,2020-07-07,61
CIUDAD DE MEXICO,2020-07-08,42
CIUDAD DE MEXICO,2020-07-09,43
